material_id,symmetry,symmetry_number
mp-32777,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='1.16.2',193
mp-20369,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-87,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='mmm' symprec=0.1 version='1.16.2',194
mp-628,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='1.16.2',140
mp-214,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-2027,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-754719,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-11388,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-416,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='1.16.2',223
mp-7930,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-756808,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-2612,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1336,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/mmc' number=131 point_group='4/mmm' symprec=0.1 version='1.16.2',131
mp-350,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/m' number=87 point_group='4/m' symprec=0.1 version='1.16.2',87
mp-865805,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-867126,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-13686,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='1.16.2',140
mp-561419,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-22934,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-779545,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3c' number=167 point_group='-3m' symprec=0.1 version='1.16.2',167
mp-570112,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-5778,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-754721,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-1840,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbca' number=61 point_group='mmm' symprec=0.1 version='1.16.2',61
mp-1042,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-1029702,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-3094,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1' number=4 point_group='2' symprec=0.1 version='1.16.2',4
mp-865930,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-10662,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-3078,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',122
mp-572758,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P-1' number=2 point_group='-1' symprec=0.1 version='1.16.2',2
mp-694,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-761716,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-29615,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-755071,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/amd' number=141 point_group='4/mmm' symprec=0.1 version='1.16.2',141
mp-28884,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-16305,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-18740,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-352,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-571011,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-771970,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-684969,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-16236,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-9247,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-31171,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1008785,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-865469,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-17275,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-362,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R32' number=155 point_group='32' symprec=0.1 version='1.16.2',155
mp-5158,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-571163,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-567412,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='1.16.2',193
mp-570157,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='1.16.2',59
mp-9888,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',148
mp-1009646,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-6m2' number=187 point_group='-6m2' symprec=0.1 version='1.16.2',187
mp-1361,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-754003,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P-1' number=2 point_group='-1' symprec=0.1 version='1.16.2',2
mp-971683,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P3_1' number=144 point_group='3' symprec=0.1 version='1.16.2',144
mp-22896,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',176
mp-1008487,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-559976,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-540685,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-867768,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-7948,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='P2_13' number=198 point_group='23' symprec=0.1 version='1.16.2',198
mp-19821,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-555321,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmc2_1' number=36 point_group='mm2' symprec=0.1 version='1.16.2',36
mp-4897,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-546989,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmm2' number=35 point_group='mm2' symprec=0.1 version='1.16.2',35
mp-4573,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-8236,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-20589,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-864927,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-5693,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-12684,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-542583,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-556777,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='1.16.2',193
mp-8255,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',148
mp-27863,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='1.16.2',59
mp-20679,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-504600,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-690525,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='Cc' number=9 point_group='m' symprec=0.1 version='1.16.2',9
mp-9289,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-569815,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmce' number=64 point_group='mmm' symprec=0.1 version='1.16.2',64
mp-423,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-766217,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-761285,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-5221,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-30363,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',191
mp-8291,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-22991,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-784631,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Immm' number=71 point_group='mmm' symprec=0.1 version='1.16.2',71
mp-30245,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-867274,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-569066,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-3497,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',122
mp-567164,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-8640,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-758859,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_12_12' number=92 point_group='422' symprec=0.1 version='1.16.2',92
mp-24045,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbca' number=61 point_group='mmm' symprec=0.1 version='1.16.2',61
mp-1944,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3' number=204 point_group='m-3' symprec=0.1 version='1.16.2',204
mp-13948,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-753984,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imma' number=74 point_group='mmm' symprec=0.1 version='1.16.2',74
mp-867748,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-8804,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/nmc' number=137 point_group='4/mmm' symprec=0.1 version='1.16.2',137
mp-5347,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-755095,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Amm2' number=38 point_group='mm2' symprec=0.1 version='1.16.2',38
mp-20146,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='1.16.2',127
mp-1791,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-17481,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3c1' number=165 point_group='-3m' symprec=0.1 version='1.16.2',165
mp-12769,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/amd' number=141 point_group='4/mmm' symprec=0.1 version='1.16.2',141
mp-2280,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pa-3' number=205 point_group='m-3' symprec=0.1 version='1.16.2',205
mp-555576,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P-1' number=2 point_group='-1' symprec=0.1 version='1.16.2',2
mp-3031,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-11809,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-1009750,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-5146,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-20826,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='1.16.2',59
mp-861672,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-644280,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-755000,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3mc' number=186 point_group='6mm' symprec=0.1 version='1.16.2',186
mp-10924,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-6m2' number=187 point_group='-6m2' symprec=0.1 version='1.16.2',187
mp-4728,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imm2' number=44 point_group='mm2' symprec=0.1 version='1.16.2',44
mp-2758,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-864684,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1041411,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2/c' number=13 point_group='2/m' symprec=0.1 version='1.16.2',13
mp-8439,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbam' number=55 point_group='mmm' symprec=0.1 version='1.16.2',55
mp-21237,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-19735,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-1008506,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P3m1' number=156 point_group='3m' symprec=0.1 version='1.16.2',156
mp-20521,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-375,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-10695,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-29641,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-2176,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='3m' symprec=0.1 version='1.16.2',216
mp-16755,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-84,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/amd' number=141 point_group='4/mmm' symprec=0.1 version='1.16.2',141
mp-24659,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='1.16.2',223
mp-866080,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-2560,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-569535,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-1017552,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-8995,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-5443,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-862543,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1523,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-1378,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Immm' number=71 point_group='mmm' symprec=0.1 version='1.16.2',71
mp-4899,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',122
mp-239,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P-42_1m' number=113 point_group='-42m' symprec=0.1 version='1.16.2',113
